Abstract	Author	Author Hierarchy	Bookmarks	Cited By Count	Country	DatasetIds	DOI	Funding Details	Id	Keywords	Link	Organization	OriginId	Publication Name	Publication Type	Published	Published Year	Title	Cluster Label	Collection Date	Collection Group	Collection Label	Collection Owner	Comment Author	Comment Date	Comment Id	Comment Text
Folate and related derivatives are essential small molecules required for survival. Of significant interest is the biological role and necessity of folate in the crosstalk between commensal organisms and their respective hosts, including the tremendously complex human distal gut microbiome. Here, we designed a folate-based probe consisting of a photo-crosslinker to detect and quantitate folate-binding proteins from proteomic samples. We demonstrate the selectivity of our probe for the well-established human folate-binding protein dihydrofolate reductase and show no promiscuous labeling occurs with human caspase-3 or bovine serum albumin, which served as negative controls. Affinity-based enrichment of folate-binding proteins from an E. coli lysate in combination with mass spectrometry proteomics verified the ability of our probe to isolate low-abundance folate-dependent proteins. We envision that our probe will serve as a tool to elucidate the roles of commensal microbial folate-binding proteins in health and microbiome-related diseases.	Takamura A.|Thuy-Boun P.S.|Kitamura S.|Han Z.|Wolan D.W.	Japan/Kao Corporation/Takamura A.|United States/Scripps Research Institute/Takamura A.|United States/Scripps Research Institute/Thuy-Boun P.S.|United States/Scripps Research Institute/Kitamura S.|United States/Scripps Research Institute/Han Z.|United States/Scripps Research Institute/Wolan D.W.			Japan|United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.bmcl.2021.127903	National Institute of General Medical Sciences	668daa28393fbc602a7f6ae2	Affinity-based photo-activatable probe|Folate|Folic acid|Mass spectrometry protein profiling|Proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102862672&origin=inward	Kao Corporation|Scripps Research Institute	2-s2.0-85102862672	Bioorganic and Medicinal Chemistry Letters	Journal	2021-05-15T00:00:00Z	2021	A photoaffinity probe that targets folate-binding proteins									
The function of mucosal-associated invariant T (MAIT) cells highly depends on the mode of activation, either by recognition of bacterial metabolites via their T cell receptor (TCR) or in a TCR-independent manner via cytokines. The underlying molecular mechanisms are not entirely understood. To define the activation of MAIT cells on the molecular level, we applied a multi-omics approach with untargeted transcriptomics, proteomics and metabolomics. Transcriptomic analysis of E. coli- and TCR-activated MAIT cells showed a distinct transcriptional reprogramming, including altered pathways, transcription factors and effector molecules. We validated the consequences of this reprogramming on the phenotype by proteomics and metabolomics. Thus, and to distinguish between TCR-dependent and -independent activation, MAIT cells were stimulated with IL12/IL18, anti-CD3/CD28 or both. Only a combination of both led to full activation of MAIT cells, comparable to activation by E. coli. Using an integrated network-based approach, we identified key drivers of the distinct modes of activation, including cytokines and transcription factors, as well as negative feedback regulators like TWIST1 or LAG3. Taken together, we present novel insights into the biological function of MAIT cells, which may represent a basis for therapeutic approaches to target MAIT cells in pathological conditions.	Schubert K.|Karkossa I.|Schor J.|Engelmann B.|Steinheuer L.M.|Bruns T.|Rolle-Kampczyk U.|Hackermüller J.|von Bergen M.	Germany/Helmholtz Zentrum für Umweltforschung/Schubert K.|Germany/Helmholtz Zentrum für Umweltforschung/Karkossa I.|Germany/Helmholtz Zentrum für Umweltforschung/Schor J.|Germany/Helmholtz Zentrum für Umweltforschung/Engelmann B.|Germany/Helmholtz Zentrum für Umweltforschung/Steinheuer L.M.|Germany/Helmholtz Zentrum für Umweltforschung/Rolle-Kampczyk U.|Germany/Helmholtz Zentrum für Umweltforschung/Hackermüller J.|Germany/Helmholtz Zentrum für Umweltforschung/von Bergen M.|Germany/Universität Leipzig/von Bergen M.|Germany/Uniklinik RWTH Aachen/Bruns T.			Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.3389/fimmu.2021.616967	Deutsche Forschungsgemeinschaft	668daa28393fbc602a7f6ae3	activation|key driver analysis|MAIT cells|multi-omics analysis|TCR-dependent|TCR-independent	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107394515&origin=inward	Helmholtz Zentrum für Umweltforschung|Universität Leipzig|Uniklinik RWTH Aachen	2-s2.0-85107394515	Frontiers in Immunology	Journal	2021-05-24T00:00:00Z	2021	A Multi-Omics Analysis of Mucosal-Associated-Invariant T Cells Reveals Key Drivers of Distinct Modes of Activation									
Genomic sequence analysis of Acinetobacter baumannii revealed the presence of a putative Acid Phosphatase (AcpA; EC 3.1.3.2). A plasmid construct was made, and recombinant protein (rAcpA) was expressed in E. coli. PAGE analysis (carried out under denaturing/ reducing conditions) of nickel-affinity purified protein revealed the presence of a nearhomogeneous band of approximately 37 kDa. The identity of the 37 kDa species was verified as rAcpA by proteomic analysis with a molecular mass of 34.6 kDa from the deduced sequence. The dependence of substrate hydrolysis on pH was broad with an optimum observed at 6.0. Kinetic analysis revealed relatively high affinity for PNPP (Km = 90 μM) with Vmax, kcat, and Kcat/Km values of 19.2 pmoles s-1, 4.80 s-1(calculated on the basis of 37 kDa), and 5.30 × 104 M-1s-1, respectively. Sensitivity to a variety of reagents, i.e., detergents, reducing, and chelating agents as well as classic acid phosphatase inhibitors was examined in addition to assessment of hydrolysis of a number of phosphorylated compounds. Removal of phosphate from different phosphorylated compounds is supportive of broad, i.e., 'nonspecific' substrate specificity; although, the enzyme appears to prefer phosphotyrosine and/or peptides containing phosphotyrosine in comparison to serine and threonine. Examination of the primary sequence indicated the absence of signature sequences characteristic of Type A, B, and C nonspecific bacterial acid phosphatases.	Smiley-Moreno E.|Smith D.|Yu J.J.|Cao P.|Arulanandam B.P.|Chambers J.P.	Ireland/UCD School of Medicine/Smith D.|United States/The University of Texas at San Antonio/Smiley-Moreno E.|United States/The University of Texas at San Antonio/Yu J.J.|United States/The University of Texas at San Antonio/Cao P.|United States/The University of Texas at San Antonio/Arulanandam B.P.|United States/The University of Texas at San Antonio/Chambers J.P.			Ireland|United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1371/journal.pone.0252377	University of Texas at San Antonio	668daa28393fbc602a7f6ae4		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85107318236&origin=inward	UCD School of Medicine|The University of Texas at San Antonio	2-s2.0-85107318236	PLoS ONE	Journal	2021-06-01T00:00:00Z	2021	Biochemical characterization of a recombinant acid phosphatase from Acinetobacter baumannii									
During infection, enteropathogenic Escherichia coli (EPEC) and enterohaemorrhagic E. coli (EHEC) directly manipulate various aspects of host cell function through the translocation of type III secretion system (T3SS) effector proteins directly into the host cell. Many T3SS effector proteins are enzymes that mediate post-translational modifications of host proteins, such as the glycosyltransferase NleB1, which transfers a single N-acetylglucosamine (GlcNAc) to arginine residues, creating an Arg-GlcNAc linkage. NleB1 glycosylates death-domain containing proteins including FADD, TRADD and RIPK1 to block host cell death. The NleB1 paralogue, NleB2, is found in many EPEC and EHEC strains but to date its enzymatic activity has not been described. Using in vitro glycosylation assays combined with mass spectrometry, we found that NleB2 can utilize multiple sugar donors including UDP-glucose, UDP-GlcNAc and UDP-galactose during glycosylation of the death domain protein, RIPK1. Sugar donor competition assays demonstrated that UDP-glucose was the preferred substrate of NleB2 and peptide sequencing identified the glycosylation site within RIPK1 as Arg603, indicating that NleB2 catalyses arginine glucosylation. We also confirmed that NleB2 catalysed arginine-hexose modification of Flag-RIPK1 during infection of HEK293T cells with EPEC E2348/69. Using site-directed mutagenesis and in vitro glycosylation assays, we identified that residue Ser252 in NleB2 contributes to the specificity of this distinct catalytic activity. Substitution of Ser252 in NleB2 to Gly, or substitution of the corresponding Gly255 in NleB1 to Ser switches sugar donor preference between UDP-GlcNAc and UDP-glucose. However, this switch did not affect the ability of the NleB variants to inhibit inflammatory or cell death signalling during HeLa cell transfection or EPEC infection. NleB2 glycosylation); PXD025057 (RIPK1 glycosylation infection assays) and PXD025531 (Confirmation of Arg-glucosylation of other death domain proteins).	Giogha C.|Scott N.E.|Lung T.W.F.|Pollock G.L.|Harper M.|Goddard-Borger E.D.|Pearson J.S.|Hartland E.L.	Australia/Walter and Eliza Hall Institute of Medical Research/Goddard-Borger E.D.|Australia/University of Melbourne/Scott N.E.|Australia/University of Melbourne/Lung T.W.F.|Australia/University of Melbourne/Goddard-Borger E.D.|Australia/Monash University/Giogha C.|Australia/Monash University/Pollock G.L.|Australia/Monash University/Pearson J.S.|Australia/Monash University/Hartland E.L.|Australia/Faculty of Medicine, Nursing and Health Sciences/Harper M.|Australia/Faculty of Medicine, Nursing and Health Sciences/Pearson J.S.|Australia/Hudson Institute of Medical Research/Giogha C.|Australia/Hudson Institute of Medical Research/Pollock G.L.|Australia/Hudson Institute of Medical Research/Pearson J.S.|Australia/Hudson Institute of Medical Research/Hartland E.L.			Australia	6bedea33-7d07-464a-bc87-ef20c103df99	10.1371/journal.ppat.1009658		668daa28393fbc602a7f6ae5		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108620991&origin=inward	Walter and Eliza Hall Institute of Medical Research|University of Melbourne|Monash University|Faculty of Medicine, Nursing and Health Sciences|Hudson Institute of Medical Research	2-s2.0-85108620991	PLoS Pathogens	Journal	2021-06-01T00:00:00Z	2021	NleB2 from enteropathogenic Escherichia coli is a novel arginine-glucose transferase effector									
Lysobacter are new biocontrol agents known for their prolific production of lytic enzymes and bioactive metabolites. L. enzymogenes is a predator of fungi and produces several structurally distinct antimicrobial compounds, such as the antifungal HSAF (heat stable antifungal factor) and analogs. The mechanism by which L. enzymogenes interacts with fungal prey is not well understood. Here, we found that the production of HSAF and analogs in L. enzymogenes OH11 was significantly induced in media supplemented with ground fungal mycelia or chitin. In the OH11 genome, we identified a gene (LeLPMO10A) that was annotated to encode a chitin-binding protein. The stimulation of HSAF and analogs by chitin was diminished when LeLPMO10A was deleted. We expressed the gene in E. coli and demonstrated that purified LeLPMO10A oxidatively cleaved chitin into oligomeric products, including 1,5 δ-lactones and aldonic acids. The results revealed that LeLPMO10A encodes a lytic polysaccharide monooxygenase, which has not been reported in Lysobacter. The metabolite analysis, antifungal assay, and proteomic analysis showed that the antifungal compounds and the chitin-cleaving LeLPMO10A are colocalized in outer membrane vesicles. The enzymatic products that resulted from in vitro LeLPMO10A-cleaved chitin also significantly induced HSAF and analogs in OH11. Scanning electron microscopic analysis indicated that spherical vesicles were formed outside of OH11 cells, and fewer OH11 cells were observed to attach to fungal hyphae when LeLPMO10A was deleted. Together, the study revealed a previously uncharacterized synergistic strategy utilized by the predatory Lysobacter during interaction with fungal prey.	Yue H.|Jiang J.|Taylor A.J.|Leite A.D.L.|Dodds E.D.|Du L.	United States/University of Nebraska–Lincoln/Yue H.|United States/University of Nebraska–Lincoln/Jiang J.|United States/University of Nebraska–Lincoln/Taylor A.J.|United States/University of Nebraska–Lincoln/Leite A.D.L.|United States/University of Nebraska–Lincoln/Dodds E.D.|United States/University of Nebraska–Lincoln/Du L.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.1021/acschembio.1c00260	National Institutes of Health	668daa28393fbc602a7f6ae6		https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108122552&origin=inward	University of Nebraska–Lincoln	2-s2.0-85108122552	ACS Chemical Biology	Journal	2021-06-18T00:00:00Z	2021	Outer Membrane Vesicle-Mediated Codelivery of the Antifungal HSAF Metabolites and Lytic Polysaccharide Monooxygenase in the Predatory Lysobacter enzymogenes									
Biofilms composed of multiple microorganisms colonize the surfaces of indwelling urethral catheters that are used serially by neurogenic bladder patients and cause chronic infections. Well-adapted pathogens in this niche are Escherichia coli, Proteus, and Enterococcus spp., species that cycle through adhesion and multilayered cell growth, trigger host immune responses, are starved off nutrients, and then disperse. Viable microbial foci retained in the urinary tract recolonize catheter surfaces. The molecular adaptations of bacteria in catheter biofilms (CBs) are not well-understood, promising new insights into this pathology based on host and microbial meta-omics analyses from clinical specimens. We examined catheters from nine neurogenic bladder patients longitudinally over up to 6 months. Taxonomic analyses from 16S rRNA gene sequencing and liquid chromatography–tandem mass spectrometry (LC-MS/MS)–based proteomics revealed that 95% of all catheter and corresponding urinary pellet (UP) samples contained bacteria. CB biomasses were dominated by Enterobacteriaceae spp. and often accompanied by lactic acid and anaerobic bacteria. Systemic antibiotic drug treatments of patients resulted in either transient or lasting microbial community perturbations. Neutrophil effector proteins were abundant not only in UP but also CB samples, indicating their penetration of biofilm surfaces. In the context of one patient who advanced to a kidney infection, Proteus mirabilis proteomic data suggested a combination of factors associated with this disease complication: CB biomasses were high; the bacteria produced urease alkalinizing the pH and triggering urinary salt deposition on luminal catheter surfaces; P. mirabilis utilized energy-producing respiratory systems more than in CBs from other patients. The NADH:quinone oxidoreductase II (Nqr), a Na+ translocating enzyme not operating as a proton pump, and the nitrate reductase A (Nar) equipped the pathogen with electron transport chains promoting growth under hypoxic conditions. Both P. mirabilis and E. coli featured repertoires of transition metal ion acquisition systems in response to human host-mediated iron and zinc sequestration. We discovered a new drug target, the Nqr respiratory system, whose deactivation may compromise P. mirabilis growth in a basic pH milieu. Animal models would not allow such molecular-level insights into polymicrobial biofilm metabolism and interactions because the complexity cannot be replicated.	Yu Y.|Singh H.|Tsitrin T.|Bekele S.|Lin Y.H.|Sikorski P.|Moncera K.J.|Torralba M.G.|Morrow L.|Wolcott R.|Nelson K.E.|Pieper R.	United States/Southwest Regional Wound Care Center, Lubbock/Morrow L.|United States/Southwest Regional Wound Care Center, Lubbock/Wolcott R.|United States/J. Craig Venter Institute/Yu Y.|United States/J. Craig Venter Institute/Singh H.|United States/J. Craig Venter Institute/Tsitrin T.|United States/J. Craig Venter Institute/Bekele S.|United States/J. Craig Venter Institute/Lin Y.H.|United States/J. Craig Venter Institute/Sikorski P.|United States/J. Craig Venter Institute/Moncera K.J.|United States/J. Craig Venter Institute/Torralba M.G.|United States/J. Craig Venter Institute/Nelson K.E.|United States/J. Craig Venter Institute/Pieper R.|United States/University of Maryland Medical Center/Bekele S.			United States	6bedea33-7d07-464a-bc87-ef20c103df99	10.3389/fmed.2021.667462	National Institutes of Health	668daa28393fbc602a7f6ae7	bacterial metabolism|catheter biofilm|immune defense|infection|pathogen|polymicrobial|proteomics	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109185726&origin=inward	Southwest Regional Wound Care Center, Lubbock|J. Craig Venter Institute|University of Maryland Medical Center	2-s2.0-85109185726	Frontiers in Medicine	Journal	2021-06-23T00:00:00Z	2021	Urethral Catheter Biofilms Reveal Plasticity in Bacterial Composition and Metabolism and Withstand Host Immune Defenses in Hypoxic Environment									
This research aimed to define the inactivation and stress response of Escherichia coli MG1655-K12 and Listeria innocua ATCC 33091 cells after the treatment by liquid phase plasma discharges in bubbles. Variations of frequency (60, 90, and 120 Hz), gas (argon or air), and processing time (5 and 10 min) have been proposed to determine their influence after the plasma treatment on E. coli and L. innocua cells. The most effective inactivation was achieved at the 60 Hz, input gas argon, and 10 min of treatment time for the E. coli sample (7.3 log10 CFU/mL). Transmission electron microscopy figures illustrated death cells and cells with well-defined cell walls and membranes despite the conducted treatment. Proteomics analysis provided insights into the molecular response mechanisms underlying the plasma treatment regime. This study demonstrated that plasma treatment caused significant alterations in proteome and indicated the proteins that may play important roles in recovering treated cells. Identified proteins were classified into six functional groups: stress response, regulation of gene expression, translation, metabolism, sugar transport, and cell division.	Stulić V.|Butorac A.|Pavičić T.V.|Ivanov M.|Herceg Z.	Croatia/University of Zagreb, Faculty of Food Technology and Biotechnology/Stulić V.|Croatia/University of Zagreb, Faculty of Food Technology and Biotechnology/Pavičić T.V.|Croatia/University of Zagreb, Faculty of Food Technology and Biotechnology/Ivanov M.|Croatia/University of Zagreb, Faculty of Food Technology and Biotechnology/Herceg Z.|Croatia/BIOCentre Ltd./Butorac A.			Croatia	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.lwt.2021.111695	Ministarstvo znanosti i obrazovanja	668daa28393fbc602a7f6ae8	E. coli|Inactivation|L. innocua|Plasma|Stress response	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106261284&origin=inward	University of Zagreb, Faculty of Food Technology and Biotechnology|BIOCentre Ltd.	2-s2.0-85106261284	LWT	Journal	2021-07-01T00:00:00Z	2021	Stress response of Escherichia coli and Listeria innocua to plasma treatment									
BPI-inducible protein A (BipA), a highly conserved paralog of the well-known translational GTPases LepA and EF-G, has been implicated in bacterial motility, cold shock, stress response, biofilm formation, and virulence. BipA binds to the aminoacyl-(A) site of the bacterial ribosome and establishes contacts with the functionally important regions of both subunits, implying a specific role relevant to the ribosome, such as functioning in ribosome biogenesis and/or conditional protein translation. When cultured at suboptimal temperatures, the Escherichia coli bipA genomic deletion strain (ΔbipA) exhibits defects in growth, swimming motility, and ribosome assembly, which can be complemented by a plasmid-borne bipA supplementation or suppressed by the genomic rluC deletion. Based on the growth curve, soft agar swimming assay, and sucrose gradient sedimentation analysis, mutation of the catalytic residue His78 rendered plasmid-borne bipA unable to complement its deletion phenotypes. Interestingly, truncation of the C-terminal loop of BipA exacerbates the aforementioned phenotypes, demonstrating the involvement of BipA in ribosome assembly or its function. Furthermore, tandem mass tag-mass spectrometry analysis of the ΔbipA strain proteome revealed upregulations of a number of proteins (e.g., DeaD, RNase R, CspA, RpoS, and ObgE) implicated in ribosome biogenesis and RNA metabolism, and these proteins were restored to wild-type levels by plasmid-borne bipA supplementation or the genomic rluC deletion, implying BipA involvement in RNA metabolism and ribosome biogenesis. We have also determined that BipA interacts with ribosome 50S precursor (pre-50S), suggesting its role in 50S maturation and ribosome biogenesis. Taken together, BipA demonstrates the characteristics of a bona fide 50S assembly factor in ribosome biogenesis.	Goh K.J.|Ero R.|Yan X.F.|Park J.E.|Kundukad B.|Zheng J.|Sze S.K.|Gao Y.G.	Macao/Faculty of Health Sciences/Zheng J.|Singapore/School of Biological Sciences/Goh K.J.|Singapore/School of Biological Sciences/Ero R.|Singapore/School of Biological Sciences/Yan X.F.|Singapore/School of Biological Sciences/Park J.E.|Singapore/School of Biological Sciences/Sze S.K.|Singapore/School of Biological Sciences/Gao Y.G.|Singapore/Nanyang Technological University/Kundukad B.			Macao|Singapore	6bedea33-7d07-464a-bc87-ef20c103df99	10.3389/fmicb.2021.686049	Ministry of Education - Singapore	668daa28393fbc602a7f6ae9	BipA|conditional protein expression|large subunit maturation|ribosome biogenesis|stress response|suboptimal temperature growth	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111381584&origin=inward	Faculty of Health Sciences|School of Biological Sciences|Nanyang Technological University	2-s2.0-85111381584	Frontiers in Microbiology	Journal	2021-07-13T00:00:00Z	2021	Translational GTPase BipA Is Involved in the Maturation of a Large Subunit of Bacterial Ribosome at Suboptimal Temperature									
Molecular chaperones assist with protein folding by interacting with nascent polypeptide chains (NCs) during translation. Whether the ribosome can sense chaperone defects and, in response, abort translation of misfolding NCs has not yet been explored. Here we used quantitative proteomics to investigate the ribosome-associated chaperone network in E. coli and the consequences of its dysfunction. Trigger factor and the DnaK (Hsp70) system are the major NC-binding chaperones. HtpG (Hsp90), GroEL, and ClpB contribute increasingly when DnaK is deficient. Surprisingly, misfolding because of defects in co-translational chaperone function or amino acid analog incorporation results in recruitment of the non-canonical release factor RF3. RF3 recognizes aberrant NCs and then moves to the peptidyltransferase site to cooperate with RF2 in mediating chain termination, facilitating clearance by degradation. This function of RF3 reduces the accumulation of misfolded proteins and is critical for proteostasis maintenance and cell survival under conditions of limited chaperone availability.	Zhao L.|Castanié-Cornet M.P.|Kumar S.|Genevaux P.|Hayer-Hartl M.|Hartl F.U.	France/Laboratoire de Microbiologie et Génétique Moléculaires/Castanié-Cornet M.P.|France/Laboratoire de Microbiologie et Génétique Moléculaires/Genevaux P.|Germany/Max-Planck-Institut für Biochemie/Zhao L.|Germany/Max-Planck-Institut für Biochemie/Kumar S.|Germany/Max-Planck-Institut für Biochemie/Hayer-Hartl M.|Germany/Max-Planck-Institut für Biochemie/Hartl F.U.			France|Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.molcel.2021.05.016	Deutsche Forschungsgemeinschaft	668daa28393fbc602a7f6aea	ClpB|co-translational protein folding|DnaJ|DnaK|GroEL|GrpE|Hsp70|Hsp90|HtpG|molecular chaperones|PrfC (RF3)|proteomics|translation termination|trigger factor	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109553387&origin=inward	Laboratoire de Microbiologie et Génétique Moléculaires|Max-Planck-Institut für Biochemie	2-s2.0-85109553387	Molecular Cell	Journal	2021-07-15T00:00:00Z	2021	Bacterial RF3 senses chaperone function in co-translational folding									
Human d-aspartate oxidase (hDASPO) is a FAD-dependent enzyme responsible for the degradation of d-aspartate (d-Asp). In the mammalian central nervous system, d-Asp behaves as a classical neurotransmitter, it is thought to be involved in neural development, brain morphology and behavior, and appears to be involved in several pathological states, such as schizophrenia and Alzheimer's disease. Apparently, the human DDO gene produces alternative transcripts encoding for three putative hDASPO isoforms, constituted by 341 (the ‘canonical’ form), 369, and 282 amino acids. Despite the increasing interest in hDASPO and its physiological role, little is known about these different isoforms. Here, the additional N-terminal peptide present in the hDASPO_369 isoform only has been identified in hippocampus of Alzheimer’s disease female patients, while peptides corresponding to the remaining part of the protein were present in samples from male and female healthy controls and Alzheimer’s disease patients. The hDASPO_369 isoform was largely expressed in E. coli as insoluble protein, hampering with its biochemical characterization. Furthermore, we generated U87 human glioblastoma cell clones stably expressing hDASPO_341 and, for the first time, hDASPO_369 isoforms; the latter protein showed a lower expression compared with the canonical isoform. Both protein isoforms are active (showing similar kinetic properties), localize to the peroxisomes, are very stable (a half-life of approximately 100 h has been estimated), and are primarily degraded through the ubiquitin–proteasome system. These studies shed light on the properties of hDASPO isoforms with the final aim to clarify the mechanisms controlling brain levels of the neuromodulator d-Asp.	Rabattoni V.|Pollegioni L.|Tedeschi G.|Maffioli E.|Sacchi S.	Italy/Università degli Studi di Milano/Tedeschi G.|Italy/Università degli Studi di Milano/Maffioli E.|Italy/Università degli Studi dell'Insubria/Rabattoni V.|Italy/Università degli Studi dell'Insubria/Pollegioni L.|Italy/Università degli Studi dell'Insubria/Sacchi S.			Italy	6bedea33-7d07-464a-bc87-ef20c103df99	10.1111/febs.15797	Università degli Studi dell'Insubria	668daa28393fbc602a7f6aeb	cellular stability|d-aspartate|flavoproteins|neurotransmission|protein degradation	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103410283&origin=inward	Università degli Studi di Milano|Università degli Studi dell'Insubria	2-s2.0-85103410283	FEBS Journal	Journal	2021-08-01T00:00:00Z	2021	Cellular studies of the two main isoforms of human d-aspartate oxidase									
Gram-negative bacteria export a large variety of antimicrobial compounds by forming two-membrane spanning tripartite multidrug efflux systems composed of an inner membrane transporter, an outer membrane channel and a periplasmic adaptor protein. Here we present the co-expression, purification and first electron microscopy insights of the Escherichia coli EmrAB–TolC tripartite Major Facilitator Superfamily (MSF) efflux system as a whole complex stabilized by Amphipol polymer. The structure reveals a 33 nm long complex delineated by the Amphipol belt at both extremities. Comparison of projection structures of EmrAB-TolC and AcrAB-TolC indicates that the outer membrane protein TolC linked to the periplasmic adaptor EmrA protein form an extended periplasmic canal. The overall length of EmrAB-TolC complex is similar to that of AcrAB-TolC with a probable tip-to-tip interaction between EmrA and TolC unveiling how the adaptor protein connects TolC and EmrB embedded in the inner membrane.	Yousefian N.|Ornik-Cha A.|Poussard S.|Decossas M.|Berbon M.|Daury L.|Taveau J.C.|Dupuy J.W.|Đorđević-Marquardt S.|Lambert O.|Pos K.M.	France/Université de Bordeaux/Yousefian N.|France/Université de Bordeaux/Poussard S.|France/Université de Bordeaux/Decossas M.|France/Université de Bordeaux/Berbon M.|France/Université de Bordeaux/Daury L.|France/Université de Bordeaux/Taveau J.C.|France/Université de Bordeaux/Dupuy J.W.|France/Université de Bordeaux/Lambert O.|Germany/Goethe-Universität Frankfurt am Main/Yousefian N.|Germany/Goethe-Universität Frankfurt am Main/Ornik-Cha A.|Germany/Goethe-Universität Frankfurt am Main/Đorđević-Marquardt S.|Germany/Goethe-Universität Frankfurt am Main/Pos K.M.			France|Germany	6bedea33-7d07-464a-bc87-ef20c103df99	10.1016/j.bbamem.2020.183488	Deutsche Forschungsgemeinschaft	668daa29393fbc602a7f6aec	Drug efflux|Electron microscopy|EmrAB-TolC|Major facilitator superfamily|Membrane transport|Tripartite multidrug efflux pump	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093662844&origin=inward	Université de Bordeaux|Goethe-Universität Frankfurt am Main	2-s2.0-85093662844	Biochimica et Biophysica Acta - Biomembranes	Journal	2021-01-01T00:00:00Z	2021	Structural characterization of the EmrAB-TolC efflux complex from E. coli									
Escherichia coli and Shigella spp. causing illnesses in humans represent a genotypically and phenotypically diverse group of pathogens. Although E. coli diversity has been studied by comparative genomics, the intra-species variation at the proteome level is currently unknown. The proteomes of 16 pathogenic E. coli, 2 non-pathogenic E. coli, and 5 Shigella strains originating from 18 phylogenetic lineages are investigated. By applying label-free quantitative proteomics on trypsin-digested cell extracts from bacteria grown on blood agar, 4018 proteins are detected, 3285 of which arequantified, and 261 represented virulence factors. Of 753 proteins quantified in all strains, the levels of 153 vary substantially between strains and are functionally associated mostly with stress response and peripheral metabolism. The levels of proteins associated with the central metabolism vary considerably less than the levels of proteins from other metabolic pathways. Hierarchical clustering analysis based on the protein levels results in strains grouping that differ from that obtained by gene-based phylogenetic analysis. Finally, strains of some E. coli pathotypes have more similar protein profiles even when the strains are not genetically closely related. The results suggest that the degree of genetic relatedness may not necessarily be a good predictor of E. coli phenotypic characteristics.	Pettersen V.K.|Steinsland H.|Wiker H.G.	Norway/Haukeland Universitetssjukehus/Pettersen V.K.|Norway/Haukeland Universitetssjukehus/Wiker H.G.|Norway/Universitetet i Bergen/Steinsland H.|Norway/UiT Norges Arktiske Universitet/Pettersen V.K.			Norway	6bedea33-7d07-464a-bc87-ef20c103df99	10.1002/pmic.202000072	U.S. Department of Agriculture	668daa29393fbc602a7f6aed	bacterial metabolism|Escherichia coli|label-free quantitative proteomics|Shigella spp|virulence	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85093668051&origin=inward	Haukeland Universitetssjukehus|Universitetet i Bergen|UiT Norges Arktiske Universitet	2-s2.0-85093668051	Proteomics	Journal	2021-01-01T00:00:00Z	2021	Distinct Metabolic Features of Pathogenic Escherichia coli and Shigella spp. Determined by Label-Free Quantitative Proteomics									
Integrins are heterodimeric adhesion receptors that maintain cell–extracellular matrix (ECM) interactions in diverse tissue microenvironments. They mediate cell adhesion and signaling through the assembly of large cytoplasmic multiprotein complexes that focally connect with the cytoskeleton. Integrin adhesion complexes (IAC) are specialized by the type of integrin-ECM contact and are sensitive to mechanical forces. Thus, they encrypt context-dependent information about the microenvironment in their composition. Signals mediated through IACs modulate many aspects of cell behavior, which allows cells to adapt to their surroundings. To gain insights into their function, IACs have been isolated from cultured cells and explored by proteomics. IACs are insoluble by nature and held together by transient/weak interactions, which makes it challenging to isolate intact IACs. Usually all IACs coupled to a specified ECM, which may employ different integrins, are isolated. Here we describe an alternative method based on proximity-dependent biotin identification (BioID), where specific integrin interaction partners are labeled in live cells and isolated without the need to isolate intact IACs.	Myllymäki S.M.|Liu X.|Varjosalo M.|Manninen A.	Finland/Oulun Yliopisto/Myllymäki S.M.|Finland/Oulun Yliopisto/Manninen A.|Finland/Helsingin Yliopisto/Myllymäki S.M.|Finland/Helsingin Yliopisto/Liu X.|Finland/Helsingin Yliopisto/Varjosalo M.			Finland	6bedea33-7d07-464a-bc87-ef20c103df99	10.1007/978-1-0716-0962-0_6		668daa29393fbc602a7f6aee	BioID|Cell adhesion|Integrin|Integrin adhesion complex|Protein–protein interaction	https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85096458278&origin=inward	Oulun Yliopisto|Helsingin Yliopisto	2-s2.0-85096458278	Methods in Molecular Biology	Book Series	2021-01-01T00:00:00Z	2021	Proximity-Dependent Biotinylation (BioID) of Integrin Interaction Partners									
