paper_id	term_1	term_2	id	sentence_index	segment_length	Term1	Term2	Sentence	True Negative	True Positive
30788345	spermine	cadaverine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of  @TERM$1  figure s7a while  @TERM$2  is the product of lysine decarboxylation mccann 1982	0.9999981	1.9291354e-06
30788345	ornithine	cadaverine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or  @TERM$1  and gives rise to spermidine the precursor of spermine figure s7a while  @TERM$2  is the product of lysine decarboxylation mccann 1982	0.9999988	1.1954568e-06
30788345	agmatine	spermine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either  @TERM$1  or ornithine and gives rise to spermidine the precursor of  @TERM$2  figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.9999982	1.809159e-06
30788345	agmatine	ornithine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either  @TERM$1  or  @TERM$2  and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99999654	3.5163737e-06
30788345	arginine	spermine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from  @TERM$1  via either agmatine or ornithine and gives rise to spermidine the precursor of  @TERM$2  figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.98938507	0.0106149055
30788345	arginine	ornithine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from  @TERM$1  via either agmatine or  @TERM$2  and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99999833	1.7192716e-06
30788345	cadaverine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of spermine figure s7a while  @TERM$1  is the product of  @TERM$2  decarboxylation mccann 1982	0.9999987	1.2741684e-06
30788345	ornithine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or  @TERM$1  and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.64209855	0.35790142
30788345	agmatine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either  @TERM$1  or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.99999607	3.898127e-06
30788345	arginine	agmatine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from  @TERM$1  via either  @TERM$2  or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.9999968	3.2435041e-06
30788345	arginine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from  @TERM$1  via either agmatine or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.99999785	2.1642036e-06
30788345	putrescine	spermidine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from arginine via either agmatine or ornithine and gives rise to  @TERM$2  the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.9999969	3.0736865e-06
30788345	ornithine	spermidine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or  @TERM$1  and gives rise to  @TERM$2  the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.9999958	4.1510734e-06
30788345	putrescine	lysine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.99999475	5.2715286e-06
30788345	putrescine	nacetylputrescine	30788345	194	92	@TERM$1	@TERM$2	ere is accumulation of polyamines with age namely  @TERM$1   @TERM$2  and cadaverin	0.99999297	6.9947264e-06
30788345	hypoxanthine	xanthurenic acid	30788345	190	242	@TERM$1	@TERM$2	contains degradation products of both nucleotides  @TERM$1  xanthosine and allantoin and amino acid metabolism betaine carnitine leucic acid pentothenate kynurenic acid and  @TERM$2  confirming a welldocumented imbalance in amino ac	0.9999888	1.1252737e-05
30788345	leucic acid	xanthurenic acid	30788345	190	160	@TERM$1	@TERM$2	ntoin and amino acid metabolism betaine carnitine  @TERM$1  pentothenate kynurenic acid and  @TERM$2  confirming a welldocumented imbalance in amino ac	0.999998	2.0204884e-06
30788345	betaine	carnitine	30788345	190	117	@TERM$1	@TERM$2	anthosine and allantoin and amino acid metabolism  @TERM$1   @TERM$2  leucic acid pentothenate kynurenic acid and xanth	0.99999595	4.0625473e-06
30788345	pentothenate	wan	30788345	190	232	@TERM$1	@TERM$2	ino acid metabolism betaine carnitine leucic acid  @TERM$1  kynurenic acid and xanthurenic acid confirming a welldocumented imbalance in amino acid and nucleotide metabolism with age copes et al 2015 gao et al 2017a  @TERM$2  et al 201	0.99999654	3.4493937e-06
30788345	carnitine	pentothenate	30788345	190	134	@TERM$1	@TERM$2	e and allantoin and amino acid metabolism betaine  @TERM$1  leucic acid  @TERM$2  kynurenic acid and xanthurenic acid confirming a 	0.99999845	1.5694777e-06
30788345	allantoin	betaine	30788345	190	145	@TERM$1	@TERM$2	s of both nucleotides hypoxanthine xanthosine and  @TERM$1  and amino acid metabolism  @TERM$2  carnitine leucic acid pentothenate kynurenic acid a	0.9999976	2.3674802e-06
30788345	xanthosine	carnitine	30788345	190	169	@TERM$1	@TERM$2	adation products of both nucleotides hypoxanthine  @TERM$1  and allantoin and amino acid metabolism betaine  @TERM$2  leucic acid pentothenate kynurenic acid and xanthu	0.9999945	5.505921e-06
30788345	hypoxanthine	pentothenate	30788345	190	206	@TERM$1	@TERM$2	contains degradation products of both nucleotides  @TERM$1  xanthosine and allantoin and amino acid metabolism betaine carnitine leucic acid  @TERM$2  kynurenic acid and xanthurenic acid confirming a 	0.99999	1.00490315e-05
30788345	carnitine	leucic acid	30788345	190	121	@TERM$1	@TERM$2	e and allantoin and amino acid metabolism betaine  @TERM$1   @TERM$2  pentothenate kynurenic acid and xanthurenic acid 	0.9999975	2.4618648e-06
30788345	leucic acid	pentothenate	30788345	190	124	@TERM$1	@TERM$2	ntoin and amino acid metabolism betaine carnitine  @TERM$1   @TERM$2  kynurenic acid and xanthurenic acid confirming a 	0.99999714	2.9145217e-06
30788345	gao	wan	30788345	190	79	@TERM$1	@TERM$2	d nucleotide metabolism with age copes et al 2015  @TERM$1  et al 2017a  @TERM$2  et al 201	0.9999964	3.5653093e-06
30788345	pentothenate	kynurenic acid	30788345	190	127	@TERM$1	@TERM$2	ino acid metabolism betaine carnitine leucic acid  @TERM$1   @TERM$2  and xanthurenic acid confirming a welldocumented 	0.99999833	1.6677584e-06
30788345	hypoxanthine	xanthosine	30788345	190	125	@TERM$1	@TERM$2	contains degradation products of both nucleotides  @TERM$1   @TERM$2  and allantoin and amino acid metabolism betaine car	0.99999833	1.7108596e-06
30788345	hypoxanthine	betaine	30788345	190	176	@TERM$1	@TERM$2	contains degradation products of both nucleotides  @TERM$1  xanthosine and allantoin and amino acid metabolism  @TERM$2  carnitine leucic acid pentothenate kynurenic acid and 	0.997593	0.0024069587
30788345	xanthosine	leucic acid	30788345	190	180	@TERM$1	@TERM$2	adation products of both nucleotides hypoxanthine  @TERM$1  and allantoin and amino acid metabolism betaine carnitine  @TERM$2  pentothenate kynurenic acid and xanthurenic acid 	0.9999925	7.5647076e-06
30788345	betaine	kynurenic acid	30788345	190	157	@TERM$1	@TERM$2	anthosine and allantoin and amino acid metabolism  @TERM$1  carnitine leucic acid pentothenate  @TERM$2  and xanthurenic acid confirming a welldocumented 	0.999998	2.0160844e-06
30788345	carnitine	xanthurenic acid	30788345	190	170	@TERM$1	@TERM$2	e and allantoin and amino acid metabolism betaine  @TERM$1  leucic acid pentothenate kynurenic acid and  @TERM$2  confirming a welldocumented imbalance in amino ac	0.9999732	2.6791347e-05
30788345	kynurenic acid	gao	30788345	190	219	@TERM$1	@TERM$2	bolism betaine carnitine leucic acid pentothenate  @TERM$1  and xanthurenic acid confirming a welldocumented imbalance in amino acid and nucleotide metabolism with age copes et al 2015  @TERM$2  et al 2017a wan et al 201	0.9999974	2.624543e-06
30788345	xanthosine	allantoin	30788345	190	125	@TERM$1	@TERM$2	adation products of both nucleotides hypoxanthine  @TERM$1  and  @TERM$2  and amino acid metabolism betaine carnitine leucic	0.9999982	1.8186264e-06
30788345	allantoin	pentothenate	30788345	190	178	@TERM$1	@TERM$2	s of both nucleotides hypoxanthine xanthosine and  @TERM$1  and amino acid metabolism betaine carnitine leucic acid  @TERM$2  kynurenic acid and xanthurenic acid confirming a 	0.9999981	1.8723106e-06
30788345	hypoxanthine	leucic acid	30788345	190	194	@TERM$1	@TERM$2	contains degradation products of both nucleotides  @TERM$1  xanthosine and allantoin and amino acid metabolism betaine carnitine  @TERM$2  pentothenate kynurenic acid and xanthurenic acid c	0.9999969	3.0576678e-06
30788345	xanthosine	kynurenic acid	30788345	190	208	@TERM$1	@TERM$2	adation products of both nucleotides hypoxanthine  @TERM$1  and allantoin and amino acid metabolism betaine carnitine leucic acid pentothenate  @TERM$2  and xanthurenic acid confirming a welldocumented 	0.999998	2.0697094e-06
30788345	putrescine	cadaverine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of spermine figure s7a while  @TERM$2  is the product of lysine decarboxylation mccann 1982	0.22055613	0.77944386
30788345	hydrophilichydrophobic	gao	30788345	191	237	@TERM$1	@TERM$2	the agerelated change in amino acids has been proposed to be driven by the ratio of  @TERM$1  surfaces that accompanies cell volume changes related to growth and not by either age copes et al 2015 or genotype  @TERM$2  et al 2017a	0.9999969	3.0832043e-06
30788345	putrescine	agmatine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from arginine via either  @TERM$2  or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.999998	1.996294e-06
30788345	putrescine	spermine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of  @TERM$2  figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99995947	4.047567e-05
30788345	allantoin	kynurenic acid	30788345	190	193	@TERM$1	@TERM$2	s of both nucleotides hypoxanthine xanthosine and  @TERM$1  and amino acid metabolism betaine carnitine leucic acid pentothenate  @TERM$2  and xanthurenic acid confirming a welldocumented 	0.99999607	3.9921897e-06
30788345	tca	figure s8	30788345	203	190	@TERM$1	@TERM$2	overall there was a striking change in  @TERM$1  metabolites in 10day adults compared to day 5 or younger worms and some of the changes observed were in line with changes in idh1 mutants  @TERM$2 	0.9999224	7.762415e-05
30788345	tca	oxaloacetate	30788345	205	243	@TERM$1	@TERM$2	ysis indicated that most detected transcripts for  @TERM$1  enzymes show decreased levels with age figure s7b with the exception of citrate synthase which catalyzes the first step of the tca cycle condensing acetylcoa and  @TERM$2  to form citrat	0.99999607	3.89999e-06
30788345	citrate	acetylcoa	30788345	205	167	@TERM$1	@TERM$2	 levels with age figure s7b with the exception of  @TERM$1  synthase which catalyzes the first step of the tca cycle condensing  @TERM$2  and oxaloacetate to form citrat	0.018497026	0.981503
30788345	tca	citrate synthase	30788345	205	192	@TERM$1	@TERM$2	ysis indicated that most detected transcripts for  @TERM$1  enzymes show decreased levels with age figure s7b with the exception of  @TERM$2  which catalyzes the first step of the tca cycle c	0.080114625	0.9198854
30788345	synthase	acetylcoa	30788345	205	159	@TERM$1	@TERM$2	with age figure s7b with the exception of citrate  @TERM$1  which catalyzes the first step of the tca cycle condensing  @TERM$2  and oxaloacetate to form citrat	0.99998474	1.5217111e-05
30788345	synthase	oxaloacetate	30788345	205	159	@TERM$1	@TERM$2	with age figure s7b with the exception of citrate  @TERM$1  which catalyzes the first step of the tca cycle condensing acetylcoa and  @TERM$2  to form citrat	0.010276326	0.9897237
30788345	acetylcoa	oxaloacetate	30788345	205	91	@TERM$1	@TERM$2	alyzes the first step of the tca cycle condensing  @TERM$1  and  @TERM$2  to form citrat	0.9999957	4.30739e-06
30788345	citrate synthase	oxaloacetate	30788345	205	167	@TERM$1	@TERM$2	 levels with age figure s7b with the exception of  @TERM$1  which catalyzes the first step of the tca cycle condensing acetylcoa and  @TERM$2  to form citrat	0.999997	2.9311318e-06
30788345	tca	gem	30788345	202	242	@TERM$1	@TERM$2	an imbalance in the  @TERM$1  cycle in 10day old animals has been previously described wan et al 2017 and we observed in our metabolomics data a consistent change in both fem and  @TERM$2  with age indicating that changes were independent of the genotype	0.999992	7.942876e-06
30788345	tca	synthase	30788345	205	192	@TERM$1	@TERM$2	ysis indicated that most detected transcripts for  @TERM$1  enzymes show decreased levels with age figure s7b with the exception of citrate  @TERM$2  which catalyzes the first step of the tca cycle c	0.99999726	2.7817568e-06
30788345	tca	citrate	30788345	205	183	@TERM$1	@TERM$2	ysis indicated that most detected transcripts for  @TERM$1  enzymes show decreased levels with age figure s7b with the exception of  @TERM$2  synthase which catalyzes the first step of the tc	0.999997	2.9326054e-06
30788345	citrate	synthase	30788345	205	116	@TERM$1	@TERM$2	 levels with age figure s7b with the exception of  @TERM$1   @TERM$2  which catalyzes the first step of the tca cycle c	0.9993781	0.0006219127
30788345	citrate	oxaloacetate	30788345	205	167	@TERM$1	@TERM$2	 levels with age figure s7b with the exception of  @TERM$1  synthase which catalyzes the first step of the tca cycle condensing acetylcoa and  @TERM$2  to form citrat	0.999995	4.95307e-06
30788345	tca	acetylcoa	30788345	205	243	@TERM$1	@TERM$2	ysis indicated that most detected transcripts for  @TERM$1  enzymes show decreased levels with age figure s7b with the exception of citrate synthase which catalyzes the first step of the tca cycle condensing  @TERM$2  and oxaloacetate to form citrat	0.0030677011	0.99693227
30788345	fluxes	tca	30788345	207	88	@TERM$1	@TERM$2	ction was unable to recapitulate measured in vivo  @TERM$1  through the  @TERM$2  cycle figure s3	0.9999856	1.4426834e-05
30788345	flux	s9a	30788345	224	128	@TERM$1	@TERM$2	milarly ascertained the variability range for our  @TERM$1  predictions figure  @TERM$2  and confirm that the inclusion of the transcriptom	0.9999502	4.9788072e-05
30788345	tca	fluxes	30788345	230	148	@TERM$1	@TERM$2	first it predicts a peak in glycolysis during day 1 and in  @TERM$1  cycle during day 2 which is also evident in the heatmap of tca cycle  @TERM$2  figure 6d	0.9999975	2.460006e-06
30788345	citrate synthase	acetylcoa	30788345	205	167	@TERM$1	@TERM$2	 levels with age figure s7b with the exception of  @TERM$1  which catalyzes the first step of the tca cycle condensing  @TERM$2  and oxaloacetate to form citrat	0.99934214	0.00065781444
30788345	tca	wan	30788345	202	242	@TERM$1	@TERM$2	an imbalance in the  @TERM$1  cycle in 10day old animals has been previously described  @TERM$2  et al 2017 and we observed in our metabolomics data a consistent change in both fem and gem with age indicating that changes were independent of the genotype	0.9999987	1.3162696e-06
30788345	wan	gem	30788345	202	242	@TERM$1	@TERM$2	an imbalance in the tca cycle in 10day old animals has been previously described  @TERM$1  et al 2017 and we observed in our metabolomics data a consistent change in both fem and  @TERM$2  with age indicating that changes were independent of the genotype	0.9999976	2.3910009e-06
30788345	ornithine	spermine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or  @TERM$1  and gives rise to spermidine the precursor of  @TERM$2  figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99999714	2.8103038e-06
30788345	spermidine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or ornithine and gives rise to  @TERM$1  the precursor of spermine figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.99999595	4.0365026e-06
30788345	spermidine	spermine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or ornithine and gives rise to  @TERM$1  the precursor of  @TERM$2  figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99991083	8.920913e-05
30788345	spermine	lysine	30788345	197	208	@TERM$1	@TERM$2	putrescine is metabolized from arginine via either agmatine or ornithine and gives rise to spermidine the precursor of  @TERM$1  figure s7a while cadaverine is the product of  @TERM$2  decarboxylation mccann 1982	0.9921307	0.007869348
30788345	spermidine	synthase	30788345	199	227	@TERM$1	@TERM$2	as shown in figure s7a displaying the overlay of transcriptomics and metabolomics using pathview there is a significant agedependent upregulation in the levels of  @TERM$1   @TERM$2  see ec 25116 in figure s7a in day 10 animals	0.9999956	4.3729065e-06
30788345	synthase	25116	30788345	199	227	@TERM$1	@TERM$2	as shown in figure s7a displaying the overlay of transcriptomics and metabolomics using pathview there is a significant agedependent upregulation in the levels of spermidine  @TERM$1  see ec  @TERM$2  in figure s7a in day 10 animals	0.99999607	3.987073e-06
30788345	spermidine	25116	30788345	199	227	@TERM$1	@TERM$2	as shown in figure s7a displaying the overlay of transcriptomics and metabolomics using pathview there is a significant agedependent upregulation in the levels of  @TERM$1  synthase see ec  @TERM$2  in figure s7a in day 10 animals	0.994494	0.005505973
30788345	spermidine synthase	25116	30788345	199	227	@TERM$1	@TERM$2	as shown in figure s7a displaying the overlay of transcriptomics and metabolomics using pathview there is a significant agedependent upregulation in the levels of  @TERM$1  see ec  @TERM$2  in figure s7a in day 10 animals	0.9999968	3.21316e-06
30788345	sadenosylmethioninamine	putrescine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a polyamine group from  @TERM$1  to  @TERM$2  in the biosynthesis of spermidine possibly reflecting an increased usage of spermidine with age	3.6033216e-05	0.999964
30788345	polyamine	sadenosylmethioninamine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a  @TERM$1  group from  @TERM$2  to putrescine in the biosynthesis of spermidine possibly reflecting an increased usage of spermidine with age	0.9999913	8.67024e-06
30788345	putrescine	spermidine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a polyamine group from sadenosylmethioninamine to  @TERM$1  in the biosynthesis of  @TERM$2  possibly reflecting an increased usage of spermidine with age	0.99999154	8.417155e-06
30788345	polyamine	spermidine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a  @TERM$1  group from sadenosylmethioninamine to putrescine in the biosynthesis of  @TERM$2  possibly reflecting an increased usage of spermidine with age	0.999997	2.928765e-06
30788345	polyamine	putrescine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a  @TERM$1  group from sadenosylmethioninamine to  @TERM$2  in the biosynthesis of spermidine possibly reflecting an increased usage of spermidine with age	0.99999785	2.1312296e-06
30788345	sadenosylmethioninamine	spermidine	30788345	200	194	@TERM$1	@TERM$2	this enzyme catalyzes the transfer of a polyamine group from  @TERM$1  to putrescine in the biosynthesis of  @TERM$2  possibly reflecting an increased usage of spermidine with age	0.99999726	2.685957e-06
30788345	tca	lactate	30788345	201	122	@TERM$1	@TERM$2	ved in central carbon metabolism particularly the  @TERM$1  cycle were significantly changed with age eg  @TERM$2  and oxaloacetat	0.99999225	7.796868e-06
30788345	polyamine	spermidine	30788345	201	74	@TERM$1	@TERM$2	the  @TERM$1   @TERM$2  has been associated with lifespan extension by ac	0.9999896	1.0319987e-05
30788345	putrescine	arginine	30788345	197	208	@TERM$1	@TERM$2	 @TERM$1  is metabolized from  @TERM$2  via either agmatine or ornithine and gives rise to spermidine the precursor of spermine figure s7a while cadaverine is the product of lysine decarboxylation mccann 1982	0.99999714	2.912274e-06
30788345	xanthurenic acid	gao	30788345	190	200	@TERM$1	@TERM$2	itine leucic acid pentothenate kynurenic acid and  @TERM$1  confirming a welldocumented imbalance in amino acid and nucleotide metabolism with age copes et al 2015  @TERM$2  et al 2017a wan et al 201	0.99999297	7.0156834e-06
30788345	xanthurenic acid	wan	30788345	190	200	@TERM$1	@TERM$2	itine leucic acid pentothenate kynurenic acid and  @TERM$1  confirming a welldocumented imbalance in amino acid and nucleotide metabolism with age copes et al 2015 gao et al 2017a  @TERM$2  et al 201	0.9999969	3.0881454e-06
30788345	peak	tca	30788345	230	148	@TERM$1	@TERM$2	first it predicts a  @TERM$1  in glycolysis during day 1 and in  @TERM$2  cycle during day 2 which is also evident in the heatmap of tca cycle fluxes figure 6d	0.99999845	1.4977533e-06
30788345	glutamateglutamic acid	guanosine	30788345	189	230	@TERM$1	@TERM$2	o acids including serine threonine leucine lysine  @TERM$1  methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine cystathionine as well as nucleotides  @TERM$2  cytidine uridine gm	0.9999969	3.0447682e-06
30788345	homoserine	guanosine	30788345	189	127	@TERM$1	@TERM$2	nine and some byproducts of amino acid metabolism  @TERM$1  cystathionine as well as nucleotides  @TERM$2  cytidine uridine gm	0.9999963	3.6662188e-06
30788345	leucine	cystathionine	30788345	189	242	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1  lysine glutamateglutamic acid methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine  @TERM$2  as well as nucleotides guanosine cytidine uridine	0.99999607	3.9167444e-06
30788345	lysine	cytidine	30788345	189	237	@TERM$1	@TERM$2	ed amino acids including serine threonine leucine  @TERM$1  glutamateglutamic acid methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine cystathionine as well as nucleotides guanosine  @TERM$2  uridine gm	0.99999785	2.1943322e-06
30788345	leucine	lysine	30788345	189	115	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1   @TERM$2  glutamateglutamic acid methionine tryptophan and a	0.99999833	1.626239e-06
30788345	arginine	cystathionine	30788345	189	178	@TERM$1	@TERM$2	 glutamateglutamic acid methionine tryptophan and  @TERM$1  and some byproducts of amino acid metabolism homoserine  @TERM$2  as well as nucleotides guanosine cytidine uridine	0.99999726	2.7200242e-06
30788345	guanosine	cytidine	30788345	189	79	@TERM$1	@TERM$2	m homoserine cystathionine as well as nucleotides  @TERM$1   @TERM$2  uridine gm	0.9999981	1.914318e-06
30788345	homoserine	cystathionine	30788345	189	124	@TERM$1	@TERM$2	nine and some byproducts of amino acid metabolism  @TERM$1   @TERM$2  as well as nucleotides guanosine cytidine uridine	0.9999753	2.4715811e-05
30788345	cytidine	uridine	30788345	189	69	@TERM$1	@TERM$2	ne cystathionine as well as nucleotides guanosine  @TERM$1   @TERM$2  gm	0.99999404	5.941887e-06
30788345	tryptophan	cytidine	30788345	189	196	@TERM$1	@TERM$2	 leucine lysine glutamateglutamic acid methionine  @TERM$1  and arginine and some byproducts of amino acid metabolism homoserine cystathionine as well as nucleotides guanosine  @TERM$2  uridine gm	0.99999666	3.298609e-06
30788345	leucine	uridine	30788345	189	245	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1  lysine glutamateglutamic acid methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine cystathionine as well as nucleotides guanosine cytidine  @TERM$2  gm	0.99999666	3.3037659e-06
30788345	threonine	glutamateglutamic acid	30788345	189	147	@TERM$1	@TERM$2	ntains most measured amino acids including serine  @TERM$1  leucine lysine  @TERM$2  methionine tryptophan and arginine and some bypro	0.99999654	3.4672494e-06
30788345	tryptophan	arginine	30788345	189	125	@TERM$1	@TERM$2	 leucine lysine glutamateglutamic acid methionine  @TERM$1  and  @TERM$2  and some byproducts of amino acid metabolism homose	0.9999963	3.7420743e-06
30788345	serine	threonine	30788345	189	116	@TERM$1	@TERM$2	time contains most measured amino acids including  @TERM$1   @TERM$2  leucine lysine glutamateglutamic acid methionine 	0.9999982	1.7807505e-06
30788345	glutamateglutamic acid	homoserine	30788345	189	225	@TERM$1	@TERM$2	o acids including serine threonine leucine lysine  @TERM$1  methionine tryptophan and arginine and some byproducts of amino acid metabolism  @TERM$2  cystathionine as well as nucleotides guanosine cytidine uridi	0.99999213	7.84695e-06
30788345	leucine	cytidine	30788345	189	245	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1  lysine glutamateglutamic acid methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine cystathionine as well as nucleotides guanosine  @TERM$2  uridine gm	0.9999862	1.3838639e-05
30788345	leucine	tryptophan	30788345	189	159	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1  lysine glutamateglutamic acid methionine  @TERM$2  and arginine and some byproducts of amino acid me	0.99999845	1.5772335e-06
30788345	glutamateglutamic acid	cystathionine	30788345	189	230	@TERM$1	@TERM$2	o acids including serine threonine leucine lysine  @TERM$1  methionine tryptophan and arginine and some byproducts of amino acid metabolism homoserine  @TERM$2  as well as nucleotides guanosine cytidine uridine gm	0.99999845	1.5248603e-06
30788345	lysine	arginine	30788345	189	164	@TERM$1	@TERM$2	ed amino acids including serine threonine leucine  @TERM$1  glutamateglutamic acid methionine tryptophan and  @TERM$2  and some byproducts of amino acid metabolism homo	0.99999595	3.9979427e-06
30788345	leucine	glutamateglutamic acid	30788345	189	137	@TERM$1	@TERM$2	t measured amino acids including serine threonine  @TERM$1  lysine  @TERM$2  methionine tryptophan and arginine and some bypro	0.99999774	2.2130487e-06
