paper_id,term_1,term_2,id,sentence_index,segment_length,segment
30796049,aagr1,aagr2,30796049,101,115, in carbohydrate metabolism the alphaglucosidases aagr1 and aagr2 were upregulated on mrna level in age1 gas1 compa
30796049,age1,gas1,30796049,101,92,aagr1 and aagr2 were upregulated on mrna level in age1 gas1 compared to gas1 appendixfig s2
30796049,aagr1,gas1,30796049,101,142, in carbohydrate metabolism the alphaglucosidases aagr1 and aagr2 were upregulated on mrna level in age1 gas1 compared to gas1 appendixfig s2
30796049,aagr2,gas1,30796049,101,132,ydrate metabolism the alphaglucosidases aagr1 and aagr2 were upregulated on mrna level in age1 gas1 compared to gas1 appendixfig s2
30796049,aagr2,age1,30796049,101,132,ydrate metabolism the alphaglucosidases aagr1 and aagr2 were upregulated on mrna level in age1 gas1 compared to gas1 appendixfig s2
30796049,phosphoenolpyruvate,gas1,30796049,102,164,moreover the expression of the two celegans orthologs of phosphoenolpyruvate carboxykinase pepck was equally altered in age1 gas1 compared to gas1 appendixfig s2d
30796049,phosphoenolpyruvate,age1,30796049,102,164,moreover the expression of the two celegans orthologs of phosphoenolpyruvate carboxykinase pepck was equally altered in age1 gas1 compared to gas1 appendixfig s2d
30796049,age1,gas1,30796049,102,164,moreover the expression of the two celegans orthologs of phosphoenolpyruvate carboxykinase pepck was equally altered in age1 gas1 compared to gas1 appendixfig s2d
30796049,age1,gas1,30796049,103,125,left panel venn diagram of the number of genes significantly dysregulated in age1 gas1 versus wt green and gas1 versus wt red
30796049,gas1,age1,30796049,104,151,right panel scatter plots of the expression of genes significantly downregulated left or upregulated right in gas1 and age1 gas1 mutants compared to wt
30796049,age1,gas1,30796049,106,105,in red expression levels of the same genes in age1 gas1 mutants compared to wtipa indicating the overrepr
30796049,age1,gas1,30796049,107,102,in red proteins significantly dysregulated in age1 gas1 compared to gas1 fdr20 log2 fold change047
30796049,age1,gas1,30796049,109,245,proteins involved in carbohydrate green and lipid blue metabolism are labeledstring analysis on dysregulated proteins in age1 gas1 versus gas1 nematodes 20 fdr log2fold change047ipa of tmtitraq scan results and prediction of downstream effects
30796049,glucose,gas1,30796049,112,182,legend indicates the nature of each indicated connectionleft panel glucose quantification in wt gas1 and age1 gas1 nematode lysates with nmr n7 nsnonsignificant mannwhitney utest
30796049,glucose,age1,30796049,112,182,legend indicates the nature of each indicated connectionleft panel glucose quantification in wt gas1 and age1 gas1 nematode lysates with nmr n7 nsnonsignificant mannwhitney utest
30796049,gas1,age1,30796049,112,182,legend indicates the nature of each indicated connectionleft panel glucose quantification in wt gas1 and age1 gas1 nematode lysates with nmr n7 nsnonsignificant mannwhitney utest
30796049,age1,gas1,30796049,116,125,left panel venn diagram of the number of genes significantly dysregulated in age1 gas1 versus wt green and gas1 versus wt red
30796049,gas1,age1,30796049,117,151,right panel scatter plots of the expression of genes significantly downregulated left or upregulated right in gas1 and age1 gas1 mutants compared to wt
30796049,age1,gas1,30796049,119,105,in red expression levels of the same genes in age1 gas1 mutants compared to wtipa indicating the overrepr
30796049,age1,gas1,30796049,120,102,in red proteins significantly dysregulated in age1 gas1 compared to gas1 fdr20 log2 fold change047
30796049,glucose,gas1,30796049,125,182,legend indicates the nature of each indicated connectionleft panel glucose quantification in wt gas1 and age1 gas1 nematode lysates with nmr n7 nsnonsignificant mannwhitney utest
30796049,kin1,gas1,30796049,135,101,moreover downregulation of aak2 and kin1 affected atp levels in age1 gas1 double mutants fig3h and i
30796049,kin1,age1,30796049,135,101,moreover downregulation of aak2 and kin1 affected atp levels in age1 gas1 double mutants fig3h and i
30796049,aak2,kin1,30796049,135,101,moreover downregulation of aak2 and kin1 affected atp levels in age1 gas1 double mutants fig3h and i
30796049,age1,fzo1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,sem,fzo1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,map,gas1,30796049,152,169,schematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,map,age1,30796049,152,169,schematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,age1,gas1,30796049,152,169,schematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,age1,actin,30796049,153,173,color intensity corresponds to effect intensity or prediction strengthimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,gas1,actin,30796049,153,173,color intensity corresponds to effect intensity or prediction strengthimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,age1,gas1,30796049,153,173,color intensity corresponds to effect intensity or prediction strengthimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,gas1,sem,30796049,154,197,logical replicatesrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,sem,30796049,154,202,e biological replicatesrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,aak2,sem,30796049,154,169,tive lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,gas1,aak2,30796049,154,132,logical replicatesrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median 
30796049,age1,gas1,30796049,154,109,e biological replicatesrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant ne
30796049,age1,aak2,30796049,154,137,e biological replicatesrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median 
30796049,aak2,actin,30796049,155,128,noblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing the overexpressed protein
30796049,gas1,actin,30796049,155,138,inset immunoblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing the overexpressed protein
30796049,gas1,aak2,30796049,155,114,inset immunoblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing t
30796049,age1,kin1,30796049,157,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,gas1,kin1,30796049,157,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,age1,gas1,30796049,157,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,gas1,sem,30796049,160,198,traterepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai bacteria with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,sem,30796049,160,203,osubstraterepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai bacteria with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,gas1,30796049,160,109,osubstraterepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai 
30796049,age1,gas1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,gas1,fzo1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,sem,age1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,sem,gas1,30796049,147,170,bars meansem n4 pvalue005 mannwhitney utestjleft panel curves represent frap in age1 gas1 animals grown on rnai from larval l1 or from egg for fzo1 rnai to l4 stage
30796049,glucose,age1,30796049,97,166,we observed a significant reduction in total carbohydrates however there were no differences in glucose levels between age1 gas1 mutant and gas1 mutant animals fig2h
30796049,map,gas1,30796049,138,172,a bschematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,map,age1,30796049,138,172,a bschematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,age1,gas1,30796049,138,172,a bschematic representation with overlaid molecule activity predictor map analysis of a aak2ampk and b kin1pkaregulated metabolic processes in age1 gas1 versus gas1 mutants
30796049,age1,actin,30796049,139,174,color intensity corresponds to effect intensity or prediction strengthcimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,gas1,actin,30796049,139,174,color intensity corresponds to effect intensity or prediction strengthcimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,age1,gas1,30796049,139,174,color intensity corresponds to effect intensity or prediction strengthcimmunoblot analysis of phosphoaak2 in wt age1 gas1 and age1 gas1 mutant nematodes actin loading control
30796049,gas1,sem,30796049,140,197,ogical replicatesdrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,sem,30796049,140,202, biological replicatesdrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,aak2,sem,30796049,140,169,tive lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median lifespanssem from all replicates indicated beneath representati
30796049,gas1,aak2,30796049,140,132,ogical replicatesdrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median 
30796049,aak2,atp,30796049,135,101,moreover downregulation of aak2 and kin1 affected atp levels in age1 gas1 double mutants fig3h and i
30796049,age1,gas1,30796049,140,109, biological replicatesdrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant ne
30796049,aak2,actin,30796049,141,128,noblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing the overexpressed protein
30796049,gas1,actin,30796049,141,138,inset immunoblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing the overexpressed protein
30796049,gas1,aak2,30796049,141,114,inset immunoblot analysis of phosphoaak2 in gas1 g and gas1 aak2 oe g a oe animals actin loading control showing t
30796049,age1,kin1,30796049,143,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,gas1,kin1,30796049,143,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,age1,gas1,30796049,143,148,right panel immunoblot analysis of phosphokin1 substrates in age1 gas1 animals grown on bacteria carrying an empty vector ev or expressing kin1 rnai
30796049,gas1,sem,30796049,146,198,rategrepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai bacteria with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,sem,30796049,146,203,substrategrepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai bacteria with average median lifespanssem from all replicates indicated beneath representati
30796049,age1,gas1,30796049,146,109,substrategrepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai 
30796049,kin1,gas1,30796049,146,171,ed rectangles band corresponding to downregulated kin1 phosphosubstrategrepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 rnai 
30796049,kin1,age1,30796049,146,166,ed rectangles band corresponding to downregulated kin1 phosphosubstrategrepresentative lifespan assay of wt and age1 gas1 nematodes fed with empty vector ev and kin1 
30796049,age1,aak2,30796049,140,137, biological replicatesdrepresentative lifespan of age1 gas1 double mutant and age1 aak2 gas1 triple mutant nematodes with average median 
30796049,glucose,gas1,30796049,97,166,we observed a significant reduction in total carbohydrates however there were no differences in glucose levels between age1 gas1 mutant and gas1 mutant animals fig2h
30796049,atp,age1,30796049,93,167,ipa of the proteomic data predicted energy production ie atp synthesis and lipid metabolism to be differentially regulated in age1 gas1 compared to gas1 mutants fig2f
30796049,ipa,gas1,30796049,93,167,ipa of the proteomic data predicted energy production ie atp synthesis and lipid metabolism to be differentially regulated in age1 gas1 compared to gas1 mutants fig2f
30796049,gas1,nadh,30796049,32,136,the gas1 gene encodes for a respiratory complex i subunit that is homologous to the human nadh dehydrogenase ironsulfur protein 2 ndufs2
30796049,rapamycin,atp,30796049,21,218,moreover rapamycin partially ameliorates kidney failure in coenzyme qdeficient mutant mice peng etal 2015 and maintains cellular atp levels in human differentiated neurons exposed to oxphos inhibitors zheng etal 2016
30796049,rapamycin,pathology,30796049,20,202,in this regard treatment with the mtor inhibitor rapamycin extends the lifespan of complex ideficient nematodes peng etal 2015 and alleviates pathology in ndufs4 knockout tk2 knockin podocytespecific p
30796049,pathology,phb2,30796049,20,167,eficient nematodes peng etal 2015 and alleviates pathology in ndufs4 knockout tk2 knockin podocytespecific phb2 knockout mitochondrial dna mutant and aifdeficient mic
30796049,post,gas1,30796049,54,145,bars meansem pvalue005 pvalue 0001 kruskalwallis test dunns post hoc correctionhocr of gas1 and age1 gas1 mutant nematodes normalized to tof
30796049,gas1,age1,30796049,54,145,bars meansem pvalue005 pvalue 0001 kruskalwallis test dunns post hoc correctionhocr of gas1 and age1 gas1 mutant nematodes normalized to tof
30796049,post,age1,30796049,54,145,bars meansem pvalue005 pvalue 0001 kruskalwallis test dunns post hoc correctionhocr of gas1 and age1 gas1 mutant nematodes normalized to tof
30796049,age1,post,30796049,56,215,right panel basal respiration in wt gas1 and age1 gas1 animals pooled from three biological replicates pvalue00001 nsnonsignificant kruskalwallis test dunns post hoc correctionisted images of representative mito
30796049,gas1,post,30796049,56,215,right panel basal respiration in wt gas1 and age1 gas1 animals pooled from three biological replicates pvalue00001 nsnonsignificant kruskalwallis test dunns post hoc correctionisted images of representative mito
30796049,gas1,age1,30796049,56,99,right panel basal respiration in wt gas1 and age1 gas1 animals pooled from three biological replica
30796049,sem,gas1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,sem,age1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,gas1,fzo1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,post,fzo1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,sem,post,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,post,gas1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,age1,gas1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,post,age1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,age1,fzo1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,sem,fzo1,30796049,59,226,right panel values of the maximum total recovery per strainsem pvalue0001 pvalue00001 oneway anova tukeys post hoc correctionkrepresentative lifespan of age1 gas1 nematodes fed with empty vector ev and fzo1 rnai bacteria
30796049,age1,gas1,30796049,61,59,for all panels wtwild type aage1 ggas1 a gage1 gas1
30796049,age1,daf16,30796049,63,122,fespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant animal
30796049,sem,age1,30796049,63,244,one representative curve is shown meansem n3 pvalue00001 kruskalwallis test dunns post hoc correctionrepresentative curves show the lifespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 
30796049,daf2,lin,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,pi3kage1,daf16,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,daf2,pi3kage1,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,daf2,pdk1,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,age1,gas1,30796049,53,109, age1hx546 mev1kn1 animalsgatp measurements in wt age1 gas1 and age1 gas1 mutant nematodes normalized to wt n
30796049,post,daf16,30796049,50,227,sem n3 pvalue00001 kruskalwallis test dunns post hoc correctionb crepresentative curves show the lifespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant animal
30796049,gas1,daf16,30796049,50,108,nd gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant animal
30796049,post,age1,30796049,50,209,sem n3 pvalue00001 kruskalwallis test dunns post hoc correctionb crepresentative curves show the lifespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 
30796049,age1,gas1,30796049,50,118,fespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant an
30796049,post,gas1,30796049,50,223,sem n3 pvalue00001 kruskalwallis test dunns post hoc correctionb crepresentative curves show the lifespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant an
30796049,sem,post,30796049,50,142,one representative curve is shown meansem n3 pvalue00001 kruskalwallis test dunns post hoc correctionb crepresentative curves show the l
30796049,sem,age1,30796049,50,247,one representative curve is shown meansem n3 pvalue00001 kruskalwallis test dunns post hoc correctionb crepresentative curves show the lifespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 
30796049,age1,daf16,30796049,50,122,fespan of wt and gas1fc21 nematodes compared to b age1 and age1 gas1 mutants and c daf16 and daf16 age1 gas1 mutant animal
30796049,mev1,gas1,30796049,46,230,in the case of mev1 mutants the increased survival was not asprofound as in gas1 possibly because of the more severe phenotype and stress sensitivity of complex iideficient animals see survival and censoring events in datasetev1
30796049,age1,gas1,30796049,43,89,it is worth noting that daf16 age1 gas1 triple mutants did live a few days longer than ga
30796049,sem,post,30796049,63,142,one representative curve is shown meansem n3 pvalue00001 kruskalwallis test dunns post hoc correctionrepresentative curves show the life
30796049,daf16,age1,30796049,43,85,it is worth noting that daf16 age1 gas1 triple mutants did live a few days longer tha
30796049,age1,gas1,30796049,42,219,furthermore we found that the lifespan extension depended primarily on the transcription factor daf16foxo since daf16 age1 gas1 triple mutants lived significantly less than age1 gas1 animals fig1b and c and datasetev1
30796049,daf16,age1,30796049,42,219,furthermore we found that the lifespan extension depended primarily on the transcription factor daf16foxo since daf16 age1 gas1 triple mutants lived significantly less than age1 gas1 animals fig1b and c and datasetev1
30796049,sem,post,30796049,54,145,bars meansem pvalue005 pvalue 0001 kruskalwallis test dunns post hoc correctionhocr of gas1 and age1 gas1 mutant nematodes normalized to tof
30796049,pdk1,gas1,30796049,41,97,in a similar manner pdk1 loss of function extended gas1 lifespan appendixfig s1c and datasetev1
30796049,age1,gas1,30796049,40,220,most importantly we found that the lifespan of age1 gas1 double mutant nematodes was significantly longer compared to gas1 mutants as well as of wildtype wt and even age1hx546 single mutant animals fig1b and datasetev1
30796049,pdk1,daf16,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,pi3kage1,lin,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,daf2,daf16,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,daf16,lin,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
30796049,pdk1,lin,30796049,38,214,in celegans the sole insulinigf1 receptor daf2 regulates the activity of pi3kage1 and through the downstream kinases pdk1 and akt12 controls the transcription factor daf16 lin etal 1997 ogg etal 1997 kenyon 2010
