Synonym1	ID1	Type1	Synonym2	ID2	Type2	Source
17alphahydroxyprogesterone	LMST02030161	lipid	11deoxycortisol	CHEBI:28324	metabolite	database
progesterone	LMST02030159	lipid	11deoxycorticosterone	CHEBI:16973	metabolite	database
progesterone	LMST02030159	lipid	20s20hydroxypregn4en3one	LMST02030169	lipid	database
progesterone	LMST02030159	lipid	5betapregnane320dione	LMST02030146	lipid	database
5betapregnane320dione	LMST02030146	lipid	3alphahydroxy5betapregnan20one	LMST02030175	lipid	database
11deoxycorticosterone	CHEBI:16973	metabolite	5betadihydrodeoxycorticosterone	CHEBI:86384	metabolite	database
21hydroxy5betapregnane31120trione	LMST02030285	lipid	3alpha21dihydroxy5betapregnane1120dione	LMST02030288	lipid	database
corticosterone	LMST02030186	lipid	18hydroxycorticosterone	CHEBI:16485	metabolite	database
18hydroxycorticosterone	CHEBI:16485	metabolite	11beta1821trihydroxy5betapregnan320dione	LMST02030277	lipid	database
11deoxycorticosterone	CHEBI:16973	metabolite	corticosterone	LMST02030186	lipid	database
18hydroxycorticosterone	CHEBI:16485	metabolite	aldosterone	CHEBI:27584	metabolite	database
11dehydrocorticosterone	CHEBI:78600	metabolite	21hydroxy5alphapregnane31120trione	LMST02030286	lipid	database
5betadihydrodeoxycorticosterone	CHEBI:86384	metabolite	tetrahydrodeoxycorticosterone	LMST02030132	lipid	database
11dehydrocorticosterone	CHEBI:78600	metabolite	corticosterone	LMST02030186	lipid	database
aldosterone	CHEBI:27584	metabolite	5betadihydroaldosterone	CHEBI:86389	metabolite	database
11beta1821trihydroxy5betapregnan320dione	LMST02030277	lipid	3alpha11beta1821tetrahydroxy5betapregnan20one	LMST02030278	lipid	database
corticosterone	LMST02030186	lipid	5betadihydrocorticosterone	CHEBI:86381	metabolite	database
corticosterone	LMST02030186	lipid	11dehydrocorticosterone	CHEBI:78600	metabolite	database
corticosterone	LMST02030186	lipid	5alphadihydrocorticosterone	CHEBI:180474	metabolite	database
ceramide	CHEBI:17761	metabolite	glccer	CHEBI:22801	metabolite	database
glccer	CHEBI:22801	metabolite	ceramide	CHEBI:17761	metabolite	database
cortisone	CHEBI:16962	metabolite	45betadihydrocortisone	LMST02030095	lipid	database
11deoxycortisol	CHEBI:28324	metabolite	cortisol	LMST02030001	lipid	database
18hydroxycortisol	CHEBI:89455	metabolite	18oxocortisol	CHEBI:89213	metabolite	database
17alphahydroxyprogesterone	LMST02030161	lipid	21deoxycortisol	CHEBI:28697	metabolite	database
cortisone	CHEBI:16962	metabolite	20betadihydrocortisone	CHEBI:178084	metabolite	database
cortisol	LMST02030001	lipid	6betahydroxycortisol	CHEBI:139271	metabolite	database
cortisol	LMST02030001	lipid	18hydroxycortisol	CHEBI:89455	metabolite	database
5betadihydrocortisol	CHEBI:732	metabolite	tetrahydrocortisol	CHEBI:28320	metabolite	database
20betahydroxycortisol	CHEBI:139311	metabolite	5betapregnane11beta17alpha20beta21tetrol3one	LMST02030274	lipid	database
cortisone	CHEBI:16962	metabolite	cortisol	LMST02030001	lipid	database
20betadihydrocortisone	CHEBI:178084	metabolite	5betapregnane17alpha20beta21triol311dione	LMST02030268	lipid	database
5betapregnane17alphaol31120trione	LMST02030291	lipid	5betapregnane3alpha17alphadiol1120dione	LMST02030292	lipid	database
cortisol	LMST02030001	lipid	5betadihydrocortisol	CHEBI:732	metabolite	database
cortisol	LMST02030001	lipid	20betahydroxycortisol	CHEBI:139311	metabolite	database
4pregnene17alpha20alphadiol311dione	LMST02030294	lipid	5betapregnane17alpha20alphadiol311dione	LMST02030293	lipid	database
laccer	CHEBI:17950	metabolite	gb3	CHEBI:18313	metabolite	database
gb3	CHEBI:18313	metabolite	laccer	CHEBI:17950	metabolite	database
laccer	CHEBI:17950	metabolite	isoglobotriglycosylceramide	CHEBI:52570	metabolite	database
glccer	CHEBI:22801	metabolite	laccer	CHEBI:17950	metabolite	database
laccer	CHEBI:17950	metabolite	glccer	CHEBI:22801	metabolite	database
laccer	CHEBI:17950	metabolite	gm3	CHEBI:15681	metabolite	database
laccer	CHEBI:17950	metabolite	sm3	CHEBI:49890	metabolite	database
gm3	CHEBI:15681	metabolite	laccer	CHEBI:17950	metabolite	database
psychosine	CHEBI:16874	metabolite	sphingosine	LMSP01010001	lipid	database
isopentenylpyrophosphate	CHEBI:16584	metabolite	farnesyldiphosphate	CHEBI:17407	metabolite	database
14demethyllanosterol	LMST01010176	lipid	4alphahydroxymethyl4betamethyl5alphacholesta824dien3betaol	LMST01010232	lipid	database
4alphaformyl5alphacholesta824dien3betaol	LMST01010226	lipid	4alphacarboxyzymosterol	CHEBI:143575	metabolite	database
lanosterol	CHEBI:16521	metabolite	32hydroxylanosterol	CHEBI:166806	metabolite	database
cholesterol	LMST01010001	lipid	27hydroxycholesterol	CHEBI:17703	metabolite	database
farnesyldiphosphate	CHEBI:17407	metabolite	presqualenediphosphate	LMPR0106010003	lipid	database
5alphacholest8en3one	LMST01010239	lipid	zymostenol	CHEBI:16608	metabolite	database
dimethylallylpyrophosphate	CHEBI:16057	metabolite	geranyldiphosphate	CHEBI:17211	metabolite	database
32oxolanosterol	CHEBI:166681	metabolite	44dimethylcholesta81424trienol	CHEBI:17813	metabolite	database
cholesterol	LMST01010001	lipid	4betahydroxycholesterol	CHEBI:85778	metabolite	database
4alphaformyl5alphacholesta8en3betaol	LMST01010231	lipid	4alphacarboxy5alphacholesta8en3betaol	LMST01010228	lipid	database
7alphahydroxycholesterol	CHEBI:17500	metabolite	7oxocholesterol	CHEBI:64294	metabolite	database
cholesterol	LMST01010001	lipid	cholestenone	CHEBI:16175	metabolite	database
4alphahydroxymethyl5alphacholesta8en3betaol	LMST01010235	lipid	4alphaformyl5alphacholesta8en3betaol	LMST01010231	lipid	database
zymosterone	CHEBI:52386	metabolite	zymosterol	CHEBI:18252	metabolite	database
acetylcoa	LMFA07050281	lipid	3s3hydroxy3methylglutarylcoa	CHEBI:43074	metabolite	database
7dehydrodesmosterol	CHEBI:27910	metabolite	desmosterol	CHEBI:17737	metabolite	database
4alphacarboxy5alphacholesta8en3betaol	LMST01010228	lipid	5alphacholest8en3one	LMST01010239	lipid	database
4alphacarboxyzymosterol	CHEBI:143575	metabolite	zymosterone	CHEBI:52386	metabolite	database
3keto4alphamethylzymosterol	CHEBI:136486	metabolite	4alphamethylzymosterol	LMST01010202	lipid	database
5alphacholesta724dien3betaol	LMST01010206	lipid	7dehydrodesmosterol	CHEBI:27910	metabolite	database
geranyldiphosphate	CHEBI:17211	metabolite	farnesyldiphosphate	CHEBI:17407	metabolite	database
4alphamethylzymosterol	LMST01010202	lipid	4alphahydroxymethyl5alphacholesta824dien3betaol	LMST01010234	lipid	database
44dimethyl14alphahydroxymethyl5alphacholest8en3betaol	LMST01010224	lipid	44dimethyl14alphaformyl5alphacholest8en3betaol	LMST01010223	lipid	database
acetylcoa	LMFA07050281	lipid	acetoacetylcoa	LMFA07050030	lipid	database
4alphahydroxymethyl4betamethyl5alphacholesta8en3betaol	LMST01010233	lipid	4alphaformyl4betamethyl5alphacholesta8en3betaol	LMST01010230	lipid	database
4alphahydroxymethyl4betamethyl5alphacholesta824dien3betaol	LMST01010232	lipid	4alphaformyl4betamethyl5alphacholesta824dien3betaol	LMST01010229	lipid	database
2425dihydrolanosterol	CHEBI:28113	metabolite	44dimethyl14alphahydroxymethyl5alphacholest8en3betaol	LMST01010224	lipid	database
44dimethylcholesta81424trienol	CHEBI:17813	metabolite	14demethyllanosterol	LMST01010176	lipid	database
4alphahydroxymethyl5alphacholesta824dien3betaol	LMST01010234	lipid	4alphaformyl5alphacholesta824dien3betaol	LMST01010226	lipid	database
desmosterol	CHEBI:17737	metabolite	cholesterol	LMST01010001	lipid	database
cholesterol	LMST01010001	lipid	25hydroxycholesterol	CHEBI:42977	metabolite	database
7dehydrocholesterol	CHEBI:17759	metabolite	cholesterol	LMST01010001	lipid	database
lathosterol	CHEBI:17168	metabolite	7dehydrocholesterol	CHEBI:17759	metabolite	database
32hydroxylanosterol	CHEBI:166806	metabolite	32oxolanosterol	CHEBI:166681	metabolite	database
acetoacetylcoa	LMFA07050030	lipid	3s3hydroxy3methylglutarylcoa	CHEBI:43074	metabolite	database
isopentenylpyrophosphate	CHEBI:16584	metabolite	geranyldiphosphate	CHEBI:17211	metabolite	database
zymosterol	CHEBI:18252	metabolite	5alphacholesta724dien3betaol	LMST01010206	lipid	database
4alphaformyl4betamethyl5alphacholesta8en3betaol	LMST01010230	lipid	4alphacarboxy4betamethyl5alphacholesta8en3betaol	LMST01010227	lipid	database
presqualenediphosphate	LMPR0106010003	lipid	squalene	LMPR0106010002	lipid	database
4alphacarboxy4betamethyl5alphacholesta8en3betaol	LMST01010227	lipid	4alphamethyl5alphacholesta8en3one	LMST01010236	lipid	database
3keto4alphamethylzymosterol	CHEBI:136486	metabolite	4alphamethyl5alphacholesta8en3one	LMST01010236	lipid	database
zymosterol	CHEBI:18252	metabolite	zymostenol	CHEBI:16608	metabolite	database
5alphacholesta724dien3betaol	LMST01010206	lipid	lathosterol	CHEBI:17168	metabolite	database
7dehydrodesmosterol	CHEBI:27910	metabolite	7dehydrocholesterol	CHEBI:17759	metabolite	database
linoleicacid	CHEBI:17351	metabolite	rumenicacid	CHEBI:32798	metabolite	database
palmitoylcoa	CHEBI:15525	metabolite	npalmitoyltaurine	CHEBI:132477	metabolite	database
gm3	CHEBI:15681	metabolite	gm2	LMSP0601AM02	lipid	database
gt1b	CHEBI:28058	metabolite	gq1b	CHEBI:27515	metabolite	database
gm2	LMSP0601AM02	lipid	gm1	CHEBI:18216	metabolite	database
gd3	CHEBI:28424	metabolite	gm3	CHEBI:15681	metabolite	database
gt1b	CHEBI:28058	metabolite	gd1b	CHEBI:28175	metabolite	database
gm1	CHEBI:18216	metabolite	gd1a	CHEBI:18163	metabolite	database
gd1a	CHEBI:18163	metabolite	gt1a	CHEBI:27691	metabolite	database
gt1c	CHEBI:87992	metabolite	gq1c	CHEBI:87994	metabolite	database
gd3	CHEBI:28424	metabolite	gd2	CHEBI:28648	metabolite	database
gd2	CHEBI:28648	metabolite	gd1b	CHEBI:28175	metabolite	database
gt2	CHEBI:61732	metabolite	gt1c	CHEBI:87992	metabolite	database
gt3	CHEBI:28541	metabolite	gt2	CHEBI:61732	metabolite	database
gd3	CHEBI:28424	metabolite	gt3	CHEBI:28541	metabolite	database
gb3	CHEBI:18313	metabolite	galalpha13galalpha14galbeta14glcbetacer	CHEBI:140743	metabolite	database
ssea3antigen	CHEBI:140691	metabolite	ssea4antigen	CHEBI:189546	metabolite	database
palmitoylcoa	CHEBI:15525	metabolite	palmiticacid	CHEBI:15756	metabolite	database
palmitoylcoa	CHEBI:15525	metabolite	sapienoylcoa	CHEBI:74610	metabolite	database
geranylgeranyldiphosphate	CHEBI:48861	metabolite	terpentedienyldiphosphate	CHEBI:58821	metabolite	database
mgdg	CHEBI:17615	metabolite	dgdg	LMGL05010036	lipid	database
betaestradiol	LMST02010001	lipid	17betaestradiol3betadglucuronide	CHEBI:36489	metabolite	database
16alphahydroxyestrone	CHEBI:776	metabolite	16alphahydroxyestrone16betadglucuronide	LMST05010069	lipid	database
2methoxyestradiol17beta	CHEBI:28955	metabolite	2methoxyestradiol17beta3glucuronide	CHEBI:36491	metabolite	database
estrone	CHEBI:17263	metabolite	estrone3glucuronide	CHEBI:28919	metabolite	database
4methoxyestrone	CHEBI:136972	metabolite	4methoxyestrone3obetadglucuronide	LMST05010071	lipid	database
2methoxyestrone	CHEBI:1189	metabolite	2methoxyestrone3glucuronide	CHEBI:37450	metabolite	database
16alphahydroxyestrone	CHEBI:776	metabolite	16alphahydroxyestrone3obetadglucuronide	LMST05010070	lipid	database
linoleicacid	CHEBI:17351	metabolite	13shpode	CHEBI:15655	metabolite	database
5alphadihydrotestosteroneglucuronide	CHEBI:89417	metabolite	5alphadihydrotestosterone17obetadglucuronosyl12glucuronate	CHEBI:136916	metabolite	database
squalene	LMPR0106010002	lipid	dammara2024diene	LMPR0106080022	lipid	database
geranylgeranyldiphosphate	CHEBI:48861	metabolite	copalyldiphosphate	CHEBI:28151	metabolite	database
geranylgeranyldiphosphate	CHEBI:48861	metabolite	syncopalyldiphosphate	CHEBI:29739	metabolite	database
geranylgeranyldiphosphate	CHEBI:48861	metabolite	entcopalyldiphosphate	CHEBI:28151	metabolite	database
sphingosine1phosphate	CHEBI:37550	metabolite	sphingosine	LMSP01010001	lipid	database
testosterone	CHEBI:17347	metabolite	testosteroneglucuronide	CHEBI:28835	metabolite	database
pgh2	CHEBI:15554	metabolite	txa2	CHEBI:15627	metabolite	database
testosterone	CHEBI:17347	metabolite	2betahydroxytestosterone	CHEBI:137077	metabolite	database
cortisone	CHEBI:16962	metabolite	6betahydroxycortisone	CHEBI:139269	metabolite	database
19hydroxytestosterone	CHEBI:798	metabolite	19oxotestosterone	CHEBI:75308	metabolite	database
arachidonicacid	CHEBI:15843	metabolite	pgg2	CHEBI:27647	metabolite	database
pgh2	CHEBI:15554	metabolite	pgi2	CHEBI:15552	metabolite	database
pgh2	CHEBI:15554	metabolite	pgd2	CHEBI:15555	metabolite	database
txa2	CHEBI:15627	metabolite	txb2	CHEBI:28728	metabolite	database
txb2	CHEBI:28728	metabolite	11dehydrotxb2	CHEBI:28667	metabolite	database
pgd2	CHEBI:15555	metabolite	pgj2	CHEBI:27485	metabolite	database
pgj2	CHEBI:27485	metabolite	delta12pgj2	CHEBI:28130	metabolite	database
pgf2alpha	CHEBI:15553	metabolite	15ketopgf2alpha	CHEBI:28442	metabolite	database
pgh2	CHEBI:15554	metabolite	pge2	CHEBI:15551	metabolite	database
5shpete	CHEBI:15632	metabolite	lta4	CHEBI:15651	metabolite	database
arachidonicacid	CHEBI:15843	metabolite	5shpete	CHEBI:15632	metabolite	database
lta4	CHEBI:15651	metabolite	ltb4	CHEBI:15647	metabolite	database
lta4	CHEBI:15651	metabolite	ltc4	CHEBI:16978	metabolite	database
ltc4	CHEBI:16978	metabolite	ltd4	CHEBI:28666	metabolite	database
ltd4	CHEBI:28666	metabolite	lte4	CHEBI:15650	metabolite	database
pgi2	CHEBI:15552	metabolite	15dehydroprostaglandini2	LMFA03010205	lipid	database
19oxotestosterone	CHEBI:75308	metabolite	betaestradiol	LMST02010001	lipid	database
testosterone	CHEBI:17347	metabolite	19hydroxytestosterone	CHEBI:798	metabolite	database
anandamide204n6	LMFA08040001	lipid	arachidonicacid	CHEBI:15843	metabolite	database
gammacarotene	CHEBI:27740	metabolite	betacarotene	CHEBI:17579	metabolite	database
lycopene	CHEBI:15948	metabolite	gammacarotene	CHEBI:27740	metabolite	database
betacarotene	CHEBI:17579	metabolite	retinal	LMPR01090002	lipid	database
retinal	LMPR01090002	lipid	retinoicacid	CHEBI:15367	metabolite	database
geranylgeranyldiphosphate	CHEBI:48861	metabolite	cisphytoene	CHEBI:27787	metabolite	database
prolycopene	CHEBI:62466	metabolite	lycopene	CHEBI:15948	metabolite	database
lycopene	CHEBI:15948	metabolite	deltacarotene	CHEBI:27705	metabolite	database
9915triciszetacarotene	CHEBI:48717	metabolite	99diciszetacarotene	LMPR01070295	lipid	database
11cisretinol	CHEBI:16302	metabolite	13cisretinol	CHEBI:45479	metabolite	database
13cisretinol	CHEBI:45479	metabolite	13cisretinal	CHEBI:45487	metabolite	database
retinol	LMPR01090001	lipid	retinal	LMPR01090002	lipid	database
retinol	LMPR01090001	lipid	alltrans34didehydroretinol	CHEBI:132246	metabolite	database
retinol	LMPR01090001	lipid	11cisretinol	CHEBI:16302	metabolite	database
retinol	LMPR01090001	lipid	9cisretinol	CHEBI:78272	metabolite	database
retinol	LMPR01090001	lipid	13cisretinol	CHEBI:45479	metabolite	database
pge2	CHEBI:15551	metabolite	15ketopge2	CHEBI:15547	metabolite	database
15ketopge2	CHEBI:15547	metabolite	1314dihydro15ketopge2	CHEBI:15550	metabolite	database
pge2	CHEBI:15551	metabolite	pga2	CHEBI:27820	metabolite	database
pga2	CHEBI:27820	metabolite	pgc2	CHEBI:27555	metabolite	database
pgc2	CHEBI:27555	metabolite	pgb2	CHEBI:28099	metabolite	database
2acylsnglycero3phosphocholine	CHEBI:16728	metabolite	pc	CHEBI:16110	metabolite	database
lpc	CHEBI:16728	metabolite	pc	CHEBI:16110	metabolite	database
aceticacid	CHEBI:15366	metabolite	acetylcoa	LMFA07050281	lipid	database
pc	CHEBI:16110	metabolite	lpc	CHEBI:16728	metabolite	database
pc	CHEBI:16110	metabolite	2acylsnglycero3phosphocholine	CHEBI:16728	metabolite	database
pc	CHEBI:16110	metabolite	sphingomyelin	CHEBI:17636	metabolite	database
lpa	LMGP10050045	lipid	pa	CHEBI:7959	metabolite	database
ceramide	CHEBI:17761	metabolite	sphingosine	LMSP01010001	lipid	database
sphingosine	LMSP01010001	lipid	ceramide	CHEBI:17761	metabolite	database
lps	CHEBI:52603	metabolite	ps	CHEBI:18303	metabolite	database
dihydroceramide	CHEBI:31488	metabolite	sphinganine	LMSP01020001	lipid	database
sphinganine	LMSP01020001	lipid	dihydroceramide	CHEBI:31488	metabolite	database
pa	CHEBI:7959	metabolite	lpa	LMGP10050045	lipid	database
ps	CHEBI:18303	metabolite	lps	CHEBI:52603	metabolite	database
3ketosphinganine	CHEBI:17862	metabolite	nacyl3oxosphinganine	CHEBI:189535	metabolite	database
acetylcoa	LMFA07050281	lipid	2methylacetoacetylcoa	CHEBI:15476	metabolite	database
pc	CHEBI:16110	metabolite	dihydrosphingomyelin	CHEBI:67090	metabolite	database
glccer	CHEBI:22801	metabolite	glucosylsphingosine	CHEBI:4177	metabolite	database
cholesterol	LMST01010001	lipid	cholesterolester	CHEBI:17002	metabolite	database
cholesterolester	CHEBI:17002	metabolite	fattyacid	CHEBI:35366	metabolite	database
cortisone	CHEBI:16962	metabolite	dihydrositosterol	LMST01040266	lipid	database
testosterone	CHEBI:17347	metabolite	dihydrositosterol	LMST01040266	lipid	database
plastoquinone	CHEBI:17757	metabolite	9915triciszetacarotene	CHEBI:48717	metabolite	database
